文件名,区域,覆盖率,覆盖道路长度_m,总道路长度_m,解析POI数,访问POI去重数,本地POI总数,访问POI覆盖率,缺失访问POI数,缺失访问POI示例,使用段数,未匹配POI数,无路可达段数,错误
评估报告_旧金山联合广场_openai_report.txt.json,旧金山联合广场,0.486424,4453.17,9154.92,17,14,14,1.000000,0,,15,2,0,
评估报告_旧金山联合广场_qwen_report.txt.json,旧金山联合广场,0.600576,5498.23,9154.92,17,14,14,1.000000,0,,15,2,0,
评估报告_柏林勃兰登堡门_claude_report.txt.json,柏林勃兰登堡门,0.599458,7129.64,11893.49,14,14,14,1.000000,0,,13,0,1,
评估报告_柏林勃兰登堡门_deepseek_report.txt.json,柏林勃兰登堡门,0.689022,8194.88,11893.49,15,14,14,1.000000,0,,14,0,1,
评估报告_柏林勃兰登堡门_gemini_report.txt.json,柏林勃兰登堡门,0.635266,7555.53,11893.49,15,14,14,1.000000,0,,14,0,1,
评估报告_柏林勃兰登堡门_openai_report.txt.json,柏林勃兰登堡门,0.599458,7129.64,11893.49,16,14,14,1.000000,0,,13,2,1,
评估报告_柏林勃兰登堡门_qwen_report.txt.json,柏林勃兰登堡门,0.631060,7505.50,11893.49,22,14,14,1.000000,0,,14,5,3,
评估报告_武汉黄鹤楼_claude_report.txt.json,武汉黄鹤楼,0.648554,5509.85,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_deepseek_report.txt.json,武汉黄鹤楼,0.601709,5111.88,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_gemini_report.txt.json,武汉黄鹤楼,0.648554,5509.85,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_openai_report.txt.json,武汉黄鹤楼,0.642764,5460.67,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_qwen_report.txt.json,武汉黄鹤楼,0.606130,5149.43,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_洛杉矶好莱坞_claude_report.txt.json,洛杉矶好莱坞,0.601551,2424.02,4029.62,17,15,15,1.000000,0,,15,1,1,
评估报告_洛杉矶好莱坞_deepseek_report.txt.json,洛杉矶好莱坞,0.628061,2530.84,4029.62,17,15,15,1.000000,0,,14,1,2,
评估报告_洛杉矶好莱坞_gemini_report.txt.json,洛杉矶好莱坞,0.628061,2530.84,4029.62,17,15,15,1.000000,0,,14,1,2,
评估报告_洛杉矶好莱坞_openai_report.txt.json,洛杉矶好莱坞,0.628061,2530.84,4029.62,17,15,15,1.000000,0,,15,1,1,
评估报告_洛杉矶好莱坞_qwen_report.txt.json,洛杉矶好莱坞,0.592241,2386.50,4029.62,17,15,15,1.000000,0,,15,1,1,
评估报告_纽约时代广场_claude_report.txt.json,纽约时代广场,0.469033,3758.30,8012.88,16,12,12,1.000000,0,,13,2,1,
评估报告_纽约时代广场_deepseek_report.txt.json,纽约时代广场,0.512338,4105.30,8012.88,17,12,12,1.000000,0,,14,2,1,
评估报告_纽约时代广场_gemini_report.txt.json,纽约时代广场,0.497507,3986.46,8012.88,18,12,12,1.000000,0,,15,2,1,
评估报告_纽约时代广场_openai_report.txt.json,纽约时代广场,0.506441,4058.05,8012.88,18,12,12,1.000000,0,,13,4,1,
评估报告_纽约时代广场_qwen_report.txt.json,纽约时代广场,0.581234,4657.36,8012.88,17,12,12,1.000000,0,,14,2,1,
评估报告_维也纳美泉宫_claude_report.txt.json,维也纳美泉宫,0.799619,5144.32,6433.47,16,15,15,1.000000,0,,16,0,0,
评估报告_维也纳美泉宫_deepseek_report.txt.json,维也纳美泉宫,0.772118,4967.39,6433.47,16,15,15,1.000000,0,,16,0,0,
评估报告_维也纳美泉宫_gemini_report.txt.json,维也纳美泉宫,0.799619,5144.32,6433.47,17,15,15,1.000000,0,,17,0,0,
评估报告_维也纳美泉宫_openai_report.txt.json,维也纳美泉宫,0.799619,5144.32,6433.47,18,15,15,1.000000,0,,16,2,0,
评估报告_维也纳美泉宫_qwen_report.txt.json,维也纳美泉宫,0.799619,5144.32,6433.47,26,15,15,1.000000,0,,16,5,5,
评估报告_罗马斗兽场_claude_report.txt.json,罗马斗兽场,0.706145,7574.79,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_deepseek_report.txt.json,罗马斗兽场,0.706145,7574.79,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_gemini_report.txt.json,罗马斗兽场,0.692089,7424.01,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_openai_report.txt.json,罗马斗兽场,0.658964,7068.69,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_qwen_report.txt.json,罗马斗兽场,0.507720,5446.29,10726.97,15,14,15,0.933333,1,咖啡厅,14,1,0,
评估报告_芝加哥千禧公园_claude_report.txt.json,芝加哥千禧公园,0.781137,3968.81,5080.81,18,14,14,1.000000,0,,15,3,0,
评估报告_芝加哥千禧公园_deepseek_report.txt.json,芝加哥千禧公园,0.719834,3657.34,5080.81,17,14,14,1.000000,0,,15,2,0,
评估报告_芝加哥千禧公园_gemini_report.txt.json,芝加哥千禧公园,0.719834,3657.34,5080.81,17,14,14,1.000000,0,,15,2,0,
评估报告_芝加哥千禧公园_openai_report.txt.json,芝加哥千禧公园,0.785110,3988.99,5080.81,17,14,14,1.000000,0,,14,2,1,
评估报告_芝加哥千禧公园_qwen_report.txt.json,芝加哥千禧公园,0.695555,3533.98,5080.81,17,14,14,1.000000,0,,14,2,1,
评估报告_长沙五一广场_claude_report.txt.json,长沙五一广场,0.782395,5889.15,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_deepseek_report.txt.json,长沙五一广场,0.754028,5675.63,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_gemini_report.txt.json,长沙五一广场,0.754028,5675.63,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_openai_report.txt.json,长沙五一广场,0.782395,5889.15,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_qwen_report.txt.json,长沙五一广场,0.752676,5665.46,7527.08,12,12,12,1.000000,0,,12,0,0,
