文件名,区域,覆盖率,覆盖道路长度_m,总道路长度_m,解析POI数,访问POI去重数,本地POI总数,访问POI覆盖率,缺失访问POI数,缺失访问POI示例,使用段数,未匹配POI数,无路可达段数,错误
评估报告_旧金山联合广场_gemini_report.txt.json,旧金山联合广场,0.512134,4688.55,9154.92,17,14,14,1.000000,0,,15,2,0,
评估报告_旧金山联合广场_openai_report.txt.json,旧金山联合广场,0.505996,4632.35,9154.92,17,14,14,1.000000,0,,15,2,0,
评估报告_旧金山联合广场_qwen_report.txt.json,旧金山联合广场,0.458397,4196.59,9154.92,17,14,14,1.000000,0,,15,2,0,
评估报告_柏林勃兰登堡门_claude_report.txt.json,柏林勃兰登堡门,0.664221,7899.90,11893.49,15,14,14,1.000000,0,,14,0,1,
评估报告_柏林勃兰登堡门_deepseek_report.txt.json,柏林勃兰登堡门,0.502905,5981.30,11893.49,12,12,14,0.857143,2,Berlin Pavillon am Reichstag;Hopfingerbräu im Palais,11,0,1,
评估报告_柏林勃兰登堡门_gemini_report.txt.json,柏林勃兰登堡门,0.631060,7505.50,11893.49,15,14,14,1.000000,0,,14,0,1,
评估报告_柏林勃兰登堡门_openai_report.txt.json,柏林勃兰登堡门,0.631060,7505.50,11893.49,15,14,14,1.000000,0,,14,0,1,
评估报告_柏林勃兰登堡门_qwen_report.txt.json,柏林勃兰登堡门,0.318702,3790.47,11893.49,3,3,14,0.214286,11,Alt-Berliner Wirtshaus;Berlin Pavillon am Reichstag;Cinque;Commerzbank;Hopfingerbräu im Palais;Lindenbräu;Maman;Saravanaa Bhavan;Starbucks;Viale dei Tigli,3,0,0,
评估报告_武汉黄鹤楼_claude_report.txt.json,武汉黄鹤楼,0.632467,5373.18,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_deepseek_report.txt.json,武汉黄鹤楼,0.510767,4339.27,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_gemini_report.txt.json,武汉黄鹤楼,0.474451,4030.75,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_openai_report.txt.json,武汉黄鹤楼,0.635250,5396.83,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_武汉黄鹤楼_qwen_report.txt.json,武汉黄鹤楼,0.501514,4260.66,8495.60,20,20,20,1.000000,0,,20,0,0,
评估报告_洛杉矶好莱坞_claude_report.txt.json,洛杉矶好莱坞,0.622574,2508.74,4029.62,17,15,15,1.000000,0,,14,1,2,
评估报告_洛杉矶好莱坞_deepseek_report.txt.json,洛杉矶好莱坞,0.610276,2459.18,4029.62,17,15,15,1.000000,0,,14,1,2,
评估报告_洛杉矶好莱坞_gemini_report.txt.json,洛杉矶好莱坞,0.704998,2840.87,4029.62,17,15,15,1.000000,0,,14,1,2,
评估报告_洛杉矶好莱坞_openai_report.txt.json,洛杉矶好莱坞,0.628061,2530.84,4029.62,16,14,15,0.933333,1,Whealthy,13,1,2,
评估报告_洛杉矶好莱坞_qwen_report.txt.json,洛杉矶好莱坞,0.569659,2295.51,4029.62,12,11,15,0.733333,4,California Pizza Kitchen;Dave & Buster's;JINYA Ramen Bar;TCL Chinese 6 Theatre,11,1,0,
评估报告_纽约时代广场_claude_report.txt.json,纽约时代广场,0.626352,5018.88,8012.88,17,12,12,1.000000,0,,14,2,1,
评估报告_纽约时代广场_deepseek_report.txt.json,纽约时代广场,0.581234,4657.36,8012.88,17,12,12,1.000000,0,,14,2,1,
评估报告_纽约时代广场_gemini_report.txt.json,纽约时代广场,0.565503,4531.31,8012.88,16,12,12,1.000000,0,,13,2,1,
评估报告_纽约时代广场_openai_report.txt.json,纽约时代广场,0.469033,3758.30,8012.88,16,12,12,1.000000,0,,13,2,1,
评估报告_纽约时代广场_qwen_report.txt.json,纽约时代广场,0.602222,4825.53,8012.88,20,12,12,1.000000,0,,16,3,1,
评估报告_维也纳美泉宫_claude_report.txt.json,维也纳美泉宫,0.772245,4968.21,6433.47,18,15,15,1.000000,0,,18,0,0,
评估报告_维也纳美泉宫_deepseek_report.txt.json,维也纳美泉宫,0.688767,4431.16,6433.47,17,15,15,1.000000,0,,17,0,0,
评估报告_维也纳美泉宫_gemini_report.txt.json,维也纳美泉宫,0.656593,4224.17,6433.47,18,15,15,1.000000,0,,18,0,0,
评估报告_维也纳美泉宫_openai_report.txt.json,维也纳美泉宫,0.785165,5051.33,6433.47,17,15,15,1.000000,0,,17,0,0,
评估报告_维也纳美泉宫_qwen_report.txt.json,维也纳美泉宫,0.799619,5144.32,6433.47,16,15,15,1.000000,0,,16,0,0,
评估报告_罗马斗兽场_claude_report.txt.json,罗马斗兽场,0.632004,6779.49,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_deepseek_report.txt.json,罗马斗兽场,0.706145,7574.79,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_gemini_report.txt.json,罗马斗兽场,0.585708,6282.87,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_openai_report.txt.json,罗马斗兽场,0.692089,7424.01,10726.97,15,15,15,1.000000,0,,15,0,0,
评估报告_罗马斗兽场_qwen_report.txt.json,罗马斗兽场,0.728598,7815.65,10726.97,17,15,15,1.000000,0,,17,0,0,
评估报告_芝加哥千禧公园_claude_report.txt.json,芝加哥千禧公园,0.744256,3781.42,5080.81,18,14,14,1.000000,0,,15,3,0,
评估报告_芝加哥千禧公园_deepseek_report.txt.json,芝加哥千禧公园,0.694233,3527.26,5080.81,17,14,14,1.000000,0,,15,2,0,
评估报告_芝加哥千禧公园_gemini_report.txt.json,芝加哥千禧公园,0.784099,3983.86,5080.81,17,14,14,1.000000,0,,14,2,1,
评估报告_芝加哥千禧公园_openai_report.txt.json,芝加哥千禧公园,0.719834,3657.34,5080.81,17,14,14,1.000000,0,,14,2,1,
评估报告_芝加哥千禧公园_qwen_report.txt.json,芝加哥千禧公园,0.774680,3936.00,5080.81,17,14,14,1.000000,0,,14,2,1,
评估报告_长沙五一广场_claude_report.txt.json,长沙五一广场,0.782395,5889.15,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_deepseek_report.txt.json,长沙五一广场,0.768849,5787.19,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_gemini_report.txt.json,长沙五一广场,0.752676,5665.46,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_openai_report.txt.json,长沙五一广场,0.768849,5787.19,7527.08,12,12,12,1.000000,0,,12,0,0,
评估报告_长沙五一广场_qwen_report.txt.json,长沙五一广场,0.752676,5665.46,7527.08,12,12,12,1.000000,0,,12,0,0,
