source_csv,generated_at,report_json,question_md,question_id,question,provider,model,strategy,phase,temperature,prompt_tokens,completion_tokens,total_tokens,cached_prompt_tokens,input_price_per_1m,input_cache_hit_per_1m,input_cache_miss_per_1m,output_price_per_1m,currency,pricing_url,billing_cache_mode,cost,row_type
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,ToT,candidate_3,1.0,6042,1,6043,5696,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.0016921800000000002,event
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,ToT,candidate_1,1.0,6042,1,6043,5696,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.0016921800000000002,event
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,ToT,candidate_2,1.0,6042,1,6043,5696,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.0016921800000000002,event
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,ToT,select,0.1,542,1,543,64,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.00015218,event
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,Direct,,,5636,1,5637,,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.0015785000000000003,summary
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,CoT,,,5643,1,5644,,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.0015804600000000001,summary
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,Self-Consistency,,,28215,5,28220,,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.007902300000000001,summary
deepseek_chat_beijing_q1_token_cost.csv,2026-03-31T13:34:28.334765,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,deepseek,deepseek-chat,ToT,,,23933,394,24327,,0.28,0.028,0.28,0.42,USD,https://api-docs.deepseek.com/quick_start/pricing,no_cache,0.00686672,summary
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Direct,single,0.1,6428,4,6432,5760,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.011304999999999999,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,CoT,single,0.1,6434,4,6438,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.0113155,event
openai_gpt_5_2_beijing_q1_token_cost.csv,2026-03-31T13:36:56.521034,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\3三种提问方式\三提问方式结果\三提问方式报告无原始记忆结果报告1\评估报告_北京天安门_qwen_context_report.txt.json,D:\a_project_study\AI_exploer_aoto_onlybeijing\AI_exploer_aotoV10\AI_exploer_aoto\txt_statistics\大模型空间认知项目数据\8问题集\北京天安门_AI探索评估-22题完整问题集.md,1,东方广场W1座相对于北京东方广场在哪个方向？,openai,gpt-5.2,Self-Consistency,sample_2,1.0,6434,4,6438,6272,1.75,0.175,1.75,14.0,USD,https://developers.openai.com/api/docs/models/gpt-5.2,no_cache,0.0113155,event
